,credit_card,reviews,user,comment,polarity,polarity_type
1141,American Express Credit Card,"spending last year, phenomenal welcome benefits.",Prakriti,"spend last year, phenomen welcom benefits.",0,Neutral
1142,American Express Credit Card,getting complimentary Priority Pass membership with Amex travel card.,Gautam,get complimentari prioriti pass membership with amex travel card.,0,Neutral
1143,American Express Credit Card,rightly called Amex Platinum Travel card because definitely brings great savings travel.,Ashna,rightli call amex platinum travel card becaus definit bring great save travel.,0.8,Positive
1144,American Express Credit Card,kind rewards offers that come travel dining with this card great.,Kunjum,kind reward offer that come travel dine with thi card great.,0.7,Positive
1145,American Express Credit Card,priority pass membership worth US$99 annual membership came free gift,Tina,prioriti pass membership worth us$99 annual membership came free gift,0.35,Positive
1146,American Express Credit Card,super content with this credit card. brings some really fascinating offers discounts.,Sanya,super content with thi credit card. bring some realli fascin offer discounts.,0.333333333,Positive
1147,American Express Credit Card,"every quarter, complimentary airport lounge visits with this credit card.",Naina,"everi quarter, complimentari airport loung visit with thi credit card.",0,Neutral
1148,American Express Credit Card,"spending with card, travel vouchers worth 7700.",Tanya,"spend with card, travel voucher worth 7700.",0.3,Positive
1149,American Express Credit Card,welcome bonus membership rewards points redeemable travel vouchers worth 4000.,Bhanu,welcom bonu membership reward point redeem travel voucher worth 4000.,0.3,Positive
1150,American Express Credit Card,"spending worth 5000 first days, extensive welcome benefits.",Sheeba,"spend worth 5000 first days, extens welcom benefits.",0.275,Positive
1151,American Express Credit Card,enjoying humongous range milestone bonus membership rewards points with this card.,Neena,enjoy humong rang mileston bonu membership reward point with thi card.,0.4,Positive
1152,American Express Credit Card,complimentary airport lounges with this credit card.,Kamal,complimentari airport loung with thi credit card.,0,Neutral
1153,American Express Credit Card,"this credit card, getting membership reward point every that spend.",Mehar,"thi credit card, get membership reward point everi that spend.",0,Neutral
1154,American Express Credit Card,"Enjoyed experiences gift card worth 10,000 that with card.",Tahir,"enjoy experi gift card worth 10,000 that with card.",0.35,Positive
1155,American Express Credit Card,exquisite experience Hotel Palaces with this credit card.,Mahi,exquisit experi hotel palac with thi credit card.,0,Neutral
1156,American Express Credit Card,This credit card fetches complimentary access airport lounges across India.,Abhi,thi credit card fetch complimentari access airport loung across india.,0,Neutral
1157,American Express Credit Card,"When spending travel around lac, vouchers worth 11,800 with this card.",Sanya,"when spend travel around lac, voucher worth 11,800 with thi card.",0.3,Positive
1158,American Express Credit Card,"This perfect card. save much travel, dining shopping with",Pia,"thi perfect card. save much travel, dine shop with",0.6,Positive
1159,American Express Credit Card,"annual spending lacs travel, vouchers worth 7700.",Savita,"annual spend lac travel, voucher worth 7700.",0.3,Positive
1160,American Express Credit Card,This great credit card. with every that spend reward points.,Tarika,thi great credit card. with everi that spend reward points.,0.8,Positive
1161,American Express Credit Card,"From second year onwards, bear cost 5000 this card.",Sushma,"from second year onwards, bear cost 5000 thi card.",0,Neutral
1162,American Express Credit Card,"this American Express card, bear joining only 3500.",Ashraf,"thi american express card, bear join onli 3500.",0,Neutral
1163,American Express Credit Card,using American Express Platinum Travel Credit card that bagged good rewards deals.,Astha,use american express platinum travel credit card that bag good reward deals.,0.35,Positive
1164,American Express Credit Card,easier things reasonable rate with this card.,Shaila,easier thing reason rate with thi card.,0,Neutral
1165,American Express Credit Card,Balance transfer easy hassle free with this card.,Shalini,balanc transfer easi hassl free with thi card.,0.4,Positive
1166,American Express Credit Card,easily clear dues other credit cards with this card cost,Shahid,easili clear due other credit card with thi card cost,-0.0125,Neutral
1167,American Express Credit Card,bear additional cost redemption points.,Naina,bear addit cost redempt points.,0,Neutral
1168,American Express Credit Card,credit score fairly good. this card with ease.,Zain,credit score fairli good. thi card with ease.,0.7,Positive
1169,American Express Credit Card,wasn't difficult avail this card. Love AMEX bank.,Misha,wasn't difficult avail thi card. love amex bank.,0,Neutral
1170,American Express Credit Card,credit history pretty decent card quick hassle free manner.,Meera,credit histori pretti decent card quick hassl free manner.,0.3,Positive
1171,American Express Credit Card,self employed individual with salary lac. this card with ease.,Ashna,self employ individu with salari lac. thi card with ease.,0,Neutral
1172,American Express Credit Card,Applying this card fairly simple. Thank Amex bank.,Anant,appli thi card fairli simple. thank amex bank.,0,Neutral
1173,American Express Credit Card,"There small only 10,000 charged this bank.",Salman,"there small onli 10,000 charg thi bank.",-0.25,Negative
1174,American Express Credit Card,markup applicable this card just 3.5%. good!,Mohini,markup applic thi card just 3.5%. good!,0.7,Positive
1175,American Express Credit Card,complimentary lounge access with this credit card.,Ashraf,complimentari loung access with thi credit card.,0,Neutral
1176,American Express Credit Card,Love this credit card fascinating variety offers that brings way.,Laila,love thi credit card fascin varieti offer that bring way.,0.5,Positive
1177,American Express Credit Card,have share this incredible news with you. this credit card additional fee.,Anita,have share thi incred news with you. thi credit card addit fee.,0,Neutral
1178,American Express Credit Card,There hidden cost involved absolute transparency maintained.,Nitish,there hidden cost involv absolut transpar maintained.,-0.166666667,Neutral
1179,American Express Credit Card,Content with incredible golfing lessons golf games that enjoy free with this card.,Laxmi,content with incred golf lesson golf game that enjoy free with thi card.,0.133333333,Neutral
1180,American Express Credit Card,Super satiated with airport lounging benefits getting with card.,Savi,super satiat with airport loung benefit get with card.,0.333333333,Positive
1181,American Express Credit Card,Glad absolutely 100% paperless method followed Amex team card.,Angoori,glad absolut 100% paperless method follow amex team card.,0.5,Positive
1182,American Express Credit Card,Thanks Amex team supportive helpful with suggestions.,Tia,thank amex team support help with suggestions.,0,Neutral
1183,American Express Credit Card,"annual income only lac, quick hassle free approval this card.",Omar,"annual incom onli lac, quick hassl free approv thi card.",0.366666667,Positive
1184,American Express Credit Card,approved limit with this card which further increased lac.,Alok,approv limit with thi card which further increas lac.,0,Neutral
