,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
833,HDFC Bank Credit Card,from hdfc bank using titanium since 7 year this life time free given good limit mostly use purpose convert cash back customer service response fine,shopping,49,253,4.183673469,17,0.4,credit,0.997762322
834,State Bank of India Credit Card,redeemed bpcl voucher best,reward,12,65,4.5,5,1,benefit,0.957442582
835,HSBC Bank Credit Card,perfect perfect benefit love it,reward,9,56,5.333333333,2,0.83,card,0.985042274
836,Citibank Credit Card,on every 150 inr spent earn good number turbo,fuel,17,82,3.882352941,4,0.3,card,0.986003637
837,State Bank of India Credit Card,movie grocery exceptionally rewarding since getting 25,shopping,16,102,5.4375,4,0.5,reward,0.986372352
838,HDFC Bank Credit Card,there nothing charged redemption,reward,12,68,4.75,7,0,benefit,0.914381027
839,State Bank of India Credit Card,done departmental store fetch 5x,shopping,11,67,5.181818182,4,0,benefit,0.984767675
840,State Bank of India Credit Card,in exchange fee inr 500 offer variety,reward,15,71,3.8,6,0,offer,0.923704088
841,HSBC Bank Credit Card,went ahead opted it absolutely fascinating rewarding,reward,15,86,4.8,6,0.6,card,0.997595847
842,State Bank of India Credit Card,using past 2 month the limit ok chargeable everything good far movie ticket offer benefit airport lounge access like purpose sometime discount,fuel,53,279,4.365384615,19,0.26,credit,0.989652395
843,American Express Credit Card,my amex bag excellent elite tier love it,reward,11,59,4.454545455,1,0.75,card,0.984287679
844,Citibank Credit Card,the redemption process super easy,reward,11,65,5,3,0.38,credit,0.986507297
845,HDFC Bank Credit Card,this perfectly based brings multitude offer,reward,14,76,4.5,6,1,reward,0.996459782
846,American Express Credit Card,just comprehensive complete utility based,reward,11,71,5.545454545,4,0.1,card,0.960631669
847,Standard Chartered Bank Credit Card,the maximum benefit fetch 1 inr benefit exchange 1 point,reward,16,83,4.25,4,0,card,0.994870126
848,Citibank Credit Card,this perfect there saving dining offer good cashback deal,cashback,15,86,4.8,4,0.85,card,0.994341254
849,State Bank of India Credit Card,paid 100 inr redemption accrued,reward,14,68,3.928571429,6,0,spending,0.966709137
850,HSBC Bank Credit Card,per 150 inr spending 6x,reward,13,61,3.769230769,4,0,card,0.985374451
851,State Bank of India Credit Card,a small fee redemption inr 99 charged,reward,14,67,3.857142857,5,-0.25,card,0.950490832
852,State Bank of India Credit Card,executive collected document process received within 10 day limit sufficient annual charge sure mostly using only app fine lot people contacting protection plan likethis airport lounge benefit,shopping,69,379,4.641791045,26,0.35,credit,0.973596036
853,State Bank of India Credit Card,the simply save plenty used getting statement,reward,18,94,4.277777778,6,0,credit,0.976975858
854,State Bank of India Credit Card,saved 5x every 100 inr spent departmental store,reward,14,72,4.214285714,4,-0.1,benefit,0.984804213
855,HSBC Bank Credit Card,on dining hotel telecom 3x,reward,12,63,4.333333333,3,0,card,0.987501144
856,State Bank of India Credit Card,movie grocery exceptionally rewarding since getting 25,reward,16,102,5.4375,4,0.5,reward,0.986372352
857,State Bank of India Credit Card,at bpcl outlet make use refill,reward,17,78,3.647058824,6,0,fuel,0.99301666
858,State Bank of India Credit Card,glad save validity 24 month,reward,18,79,3.444444444,10,0.5,card,0.919099033
859,State Bank of India Credit Card,spending value 125 inr fetch 1 point,reward,12,59,4,4,0,spending,0.996582508
860,State Bank of India Credit Card,grocery fetch 5x this amazing,shopping,13,75,4.846153846,5,0.6,card,0.991352081
861,Citibank Credit Card,happy airline booking great air mile,reward,11,61,4.636363636,2,0.8,benefit,0.985178411
862,State Bank of India Credit Card,every spending bpcl fetch saving 5 cost,fuel,18,83,3.666666667,8,0,fuel,0.989839852
863,State Bank of India Credit Card,super satiated kind benefit repeatedly coming way prime,reward,17,97,4.764705882,7,0.47,benefit,0.978782356
864,State Bank of India Credit Card,this full on every 100 inr spend save 4,reward,18,83,3.666666667,3,0.35,card,0.989631116
865,American Express Credit Card,this totally make travel rewarding interesting,reward,12,77,5.5,4,0.33,benefit,0.990814507
866,American Express Credit Card,just perfect fine mix benefit deal cashbacks offer,cashback,14,81,4.857142857,5,0.71,card,0.983513653
867,State Bank of India Credit Card,used welcome 2000 inr refill bpcl,fuel,14,66,3.785714286,5,0.8,fuel,0.98847127
868,Citibank Credit Card,saved massively form grocery store,shopping,15,79,4.333333333,7,0,benefit,0.991556466
869,State Bank of India Credit Card,could easily redeem accrued refill bpcl,reward,13,71,4.538461538,4,0.43,fuel,0.983324707
870,Standard Chartered Bank Credit Card,this perfect lifestyle travel given multitude benefit,lifestyle,13,78,5.076923077,5,1,card,0.990349174
871,State Bank of India Credit Card,the departmental store fetch 5x,shopping,12,74,5.25,2,0,benefit,0.986642718
872,State Bank of India Credit Card,this impressive fine benefit variety offer cashbacks,reward,15,89,5,6,0.71,card,0.992960393
873,American Express Credit Card,with membership pay pay flight ease,reward,17,96,4.705882353,7,0,benefit,0.985040963
874,State Bank of India Credit Card,annual saving 1200 cost,fuel,14,61,3.428571429,7,0,fuel,0.990926385
875,State Bank of India Credit Card,pretty decent saving grocery store grocery done,shopping,17,94,4.588235294,7,0.21,card,0.976994991
876,Citibank Credit Card,never contacted citi customer care service need contact them they charging annual fee shopper stop when shop shopper stop give convert money give discount also around 12 year im using,reward,62,336,4.435483871,25,0,credit,0.990876257
877,Citibank Credit Card,so happy content magnanimous benefit applicable,reward,14,89,5.428571429,6,0.8,card,0.976901889
878,HSBC Bank Credit Card,the redemption accrued easy hassle free quick,reward,14,78,4.642857143,5,0.39,benefit,0.951713979
879,HSBC Bank Credit Card,the benefit system a one like it,reward,11,51,3.727272727,2,0,benefit,0.954244912
880,State Bank of India Credit Card,this good value fine range online,shopping,14,72,4.214285714,5,0.56,card,0.991805971
881,HDFC Bank Credit Card,using hdfc bank taken bank using past 10 month this chargeable useful there movie ticket offer discount using service frequently the limit satisifed there proper callback follow bank end,reward,80,392,4.347222222,31,0.04,credit,0.996908188
882,State Bank of India Credit Card,using departmental store grocery store dining movie lot more,shopping,21,116,4.571428571,8,0.5,card,0.985654414
883,Citibank Credit Card,the earn rate good totally love,reward,16,80,4.0625,5,0.6,card,0.986860216
884,HDFC Bank Credit Card,hdfc customer care service good used resolve issue immediately using year 2016 holding money back hence convert cash sometimes use directly purchase product partnered website available hdfc website,reward,62,347,4.612903226,26,0.3,card,0.973836899
885,State Bank of India Credit Card,there proper contact number call number given behind coming number exist then searched google connecting bank documentation simple executive came collect photo uploaded pan number driving license online started using insurance payment money transfer given le limit r 30k would request increase limit,shopping,88,488,4.662790698,34,-0.13,credit,0.992894351
886,American Express Credit Card,happy multitude benefit getting often,reward,18,98,4.5,9,0.8,credit,0.981301367
887,State Bank of India Credit Card,it one month got but nice used many offer sm used ticket others purpose also the bank agent came collected document limit rs54000 this chargeable cost 500 rupee per year,shopping,65,328,4.125,23,0.55,credit,0.962176085
888,State Bank of India Credit Card,grocery convenient rewarding 5x system,shopping,14,81,4.857142857,6,0.5,benefit,0.965691149
889,American Express Credit Card,per spending inr 50 fetch 1 point,reward,12,60,4.083333333,3,0,card,0.992625952
890,Citibank Credit Card,when want redeem charging higher interest rate citi bank indian oil they converting best part got limit r 65000 even though im holding 2015 there issue faced they flexible paying yearly charge spent r 30000 year annual fee waived off,fuel,85,430,4.070588235,34,0.38,fuel,0.945843458
891,American Express Credit Card,getting 3 cashback amex,cashback,10,53,4.4,3,0,credit,0.993260682
892,Citibank Credit Card,easily redeem indian oil retail outlet,reward,14,74,4.357142857,5,0.43,benefit,0.975041389
893,ICICI Bank Credit Card,on domestic expenditure inr 100 2,reward,15,77,4.2,4,0,card,0.987968564
894,State Bank of India Credit Card,departmental store rewarding 5x every 100 inr spend,shopping,19,100,4.315789474,6,0.5,benefit,0.981511652
895,Standard Chartered Bank Credit Card,on first mmt transaction done cashback 10000 mmt,cashback,17,83,3.941176471,6,0.25,card,0.986221373
896,State Bank of India Credit Card,got cashback inr 100 made first withdrawal,cashback,15,69,3.666666667,5,0.25,reward,0.978479624
897,Citibank Credit Card,the facility cashbacks offered best,cashback,12,72,5.083333333,5,1,card,0.982065022
898,American Express Credit Card,this incredible it brings really fascinating travel,reward,13,84,5.538461538,3,0.8,card,0.988160551
899,State Bank of India Credit Card,accrued time span 2 year finally redeemed paying bill,reward,21,106,4.095238095,9,0,reward,0.951776266
900,State Bank of India Credit Card,purchased movie ticket got amazing cashbacks,cashback,15,82,4.533333333,5,0.6,card,0.976913512
901,American Express Credit Card,love top class program american express,reward,12,70,4.916666667,3,0.33,card,0.977567971
902,ICICI Bank Credit Card,with earn additional annual spending,reward,11,68,5.272727273,2,0,reward,0.988623679
903,HSBC Bank Credit Card,like it best suited dining purchase,fuel,15,82,4.533333333,4,1,credit,0.996617436
904,Citibank Credit Card,there 10000 mile came first spending inr 1000,reward,18,87,3.888888889,9,0.25,benefit,0.996590674
905,Citibank Credit Card,depending spending done several accelerated,reward,13,81,5.307692308,4,0,benefit,0.984986484
906,State Bank of India Credit Card,enjoy 100 surcharge waiver refill bpcl,fuel,12,62,4.25,4,0.4,benefit,0.982808113
907,American Express Credit Card,amex offered free membership lifetime so happy,reward,12,69,4.833333333,3,0.6,credit,0.991338372
908,HSBC Bank Credit Card,happy excited using it fetched incredible,reward,15,83,4.6,7,0.69,card,0.989854872
909,Citibank Credit Card,there fine received spending done,reward,12,68,4.75,5,0.42,spending,0.992443919
910,American Express Credit Card,accrued excited shop them,reward,15,69,3.666666667,7,0.38,benefit,0.970334768
911,HSBC Bank Credit Card,assured fact great pretty high too,reward,18,83,3.666666667,9,0.4,card,0.993873715
912,ICICI Bank Credit Card,the travel icici brings assistance travel agent offs travel portal car rental offer,reward,22,127,4.818181818,8,0,benefit,0.974868238
913,State Bank of India Credit Card,the redemption fee inr 99 paid acclaim worth 8000 accrued,reward,21,106,4.095238095,8,0.3,card,0.966357112
914,Standard Chartered Bank Credit Card,you know card designed suit certain lifestyle,lifestyle,17,91,4.411764706,9,0.21,card,0.997364819
915,State Bank of India Credit Card,like benefit go increasing every passing year,reward,16,87,4.5,7,0,reward,0.972699344
916,HDFC Bank Credit Card,the best part hdfc limit used increase fast rate offer also goodthe agent came collect document got short time used shoppingon line paymentfuel surcharge grocery using money transfer purpose,shopping,63,335,4.403225806,25,0.4,credit,0.991960764
917,State Bank of India Credit Card,used accrued getting good exciting gift gift catalogue,reward,22,113,4.181818182,10,0.5,benefit,0.976844311
918,American Express Credit Card,this brings way fascinating offer everyday departmental store grocery,shopping,16,106,5.6875,5,0.25,card,0.99677819
919,State Bank of India Credit Card,faced issue using the limit rs76000 le expected limit 2 lakh would good increase limit this life time free discount everything good now,shopping,59,288,4.107142857,26,0.43,credit,0.975437105
920,HDFC Bank Credit Card,every 1 point 1 inr value never seen high redemption value elsewhere,reward,17,90,4.352941176,4,0.16,reward,0.973506033
921,American Express Credit Card,on every inr 50 spend 1 point love it,reward,17,75,3.470588235,3,0.5,card,0.987283885
