ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
"@ICICIBank 
Hi pls update me the status of my Amazon pay ICICI credit  ",30-01-2022 07:10,FALSE,0,0,0,icici,Delhi,India,FALSE
"@flipkartsupport @AxisBankSupport  dear team there seems to be no provision from Flipkart app, axis Bank app or Axi  ",30-01-2022 07:14,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@HDFC_Bank @HDFCBank_Cares 
I have got below message 
Parikshit,2 Days Left on Offer! Get Rs. 250 voucher with FREE  ",30-01-2022 07:59,FALSE,0,0,1,hdfc,Kolkata,India,FALSE
@HDFCBank_Cares I made a payment for the credit EMI  @HDFC_Bank returned it on my credit card and is asking me to p  ,30-01-2022 08:14,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@TheOfficialSBI @SBICard_Connect I am an account holder of SBI and I wish to have a credit card, while applying it  ",30-01-2022 09:29,FALSE,0,0,0,SBI,Bangalore,India,FALSE
Transaction on Axis Bank Credit Card no. XX1929 has been declined due to security reasons. Please call 18605005555  ,30-01-2022 09:42,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@HDFC_Bank you have sent me a link to upgrade my credit card but the link is not working, it's been 3 days  ",30-01-2022 09:48,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
why i am keep gettings call in the name of sanjeet kumar from @HDFC_Bank credit card team from vikashpuri branch ne  ,30-01-2022 10:26,TRUE,1,0,0,hdfc,Kolkata,India,FALSE
"@SBICard_Connect Worest customer service.i,m allready a credit cards holder of your company.i never applied a sbi c  ",30-01-2022 11:09,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AmazonHelp Why i am connect with bank support when I applied on your platform?Why this call amazon pay icici credi  ,30-01-2022 11:22,FALSE,0,0,1,icici,Delhi,India,FALSE
"@HDFCBank_Cares got new credit card from hdfc and zero reward point even after paying first month bill.
There is no  ",30-01-2022 11:23,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
"@AmazonHelp But dear amazon this card offer by you as ""Amazon Pay ICICI Credit Card"" not bank offer this. So plz do  ",30-01-2022 11:51,FALSE,0,0,0,icici,Delhi,India,FALSE
@JioMart My order Id 16428554890546400A date 22/01/22 total items ordered 11 but delivered only 8 items total amoun  ,30-01-2022 12:02,FALSE,0,0,0,SBI,Delhi,India,FALSE
"Glad to hear about this product launch....
SBI Kisan Credit Card. It gives loans up to 4Lac!

 ",30-01-2022 13:06,FALSE,0,0,1,SBI,Mumbai,India,FALSE
Low credit limit doesn't make any sense to continue with @SBICard_Connect SBI credit card.!,30-01-2022 13:34,FALSE,0,0,-1,SBI,Delhi,India,FALSE
@pnbindia I have made payment yesterday from my saving account to my ICICI Bank credit card and payment deducted fr  ,30-01-2022 13:53,FALSE,0,1,0,icici,Delhi,India,FALSE
hey @HDFCBank_Cares @HDFC_Bank my lifetime free jet privilege credit card has been migrated to indigo 6e cc. So I w  ,30-01-2022 14:11,FALSE,0,0,2,hdfc,Delhi,India,FALSE
@SBICard_Connect On 17 January Before i applying my pre-approved simply click sbi card.I paid my total due then I a  ,30-01-2022 14:31,TRUE,1,0,0,SBI,Delhi,India,FALSE
@HDFC_Bank pathetic work by hdfc.bought product 4m Amazon on hdfc credit card wid offer on No cost emi.product purc  ,30-01-2022 16:03,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Please Cencel My All Credit card application
@HDFC_Bank @HDFCBank_Cares",30-01-2022 16:20,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
"MCPersonalFinance: While choosing the first credit card, evaluate your spending pattern and the type of benefits y  ",30-01-2022 17:11,TRUE,1,7,1,Axis,Mumbai,India,FALSE
"@ICICIBank_Care I am in touch with cust service from nov 21, but ur not abled resolve my issue. My simple request i  ",30-01-2022 17:18,FALSE,0,0,-1,icici,Mumbai,India,FALSE
Amazon Pay ICICI Bank Credit Card Review  ,30-01-2022 18:03,FALSE,0,0,0,icici,Delhi,India,FALSE
Amazon Pay ICICI Bank Credit Card Review  ,30-01-2022 18:03,FALSE,0,0,0,icici,Delhi,India,TRUE
Kindly suggest me how to cancel axis bank credit card and settle this matter very worst experience please don't ta  ,30-01-2022 18:21,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBankSupport i am receiving sms saying eligible for 4/5% cash back on my flipkart axis bank credit card but no  ,30-01-2022 18:33,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@HDFC_Bank since then i did not got any call of email from anyone regarding the visit and also after that i have ag  ,30-01-2022 19:14,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank i have applied for the credit card for which i have a pre-approved limit I submitted the application onl  ,30-01-2022 19:14,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
"@ICICIBank 
@ICICIBank_Care 
@ICICIPruLife 
After paying Credit card bill also you debited intrest charges.

This i  ",30-01-2022 19:40,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@ICICIBank 
@ICICIBank_Care 
@ICICIPruLife 
After paying Credit card bill also you debited intrest charges.

This i  ",30-01-2022 19:40,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFCBank_Cares @HDFCBank_Cares @HDFC_Bank  so now you have taken 26,405.55 from my account towards my credit card  ",31-01-2022 03:43,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares @HDFCBank_Cares @HDFC_Bank  when I checked with credit card team for total outstanding they said it  ,31-01-2022 03:46,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@_sameernigam Rsp Sir I have done payment 3254 of my sbi rupay credit card. One week has gone u phone pae can't don  ,31-01-2022 03:57,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AxisBankSupport @AxisBank  hi team  I am a flipkart axis bank credit card holder and I am looking for a limit enha  ,31-01-2022 04:34,FALSE,0,0,-1,Axis,Bangalore,India,FALSE
@HDFCBank_Cares We are getting nearly 25 to 30 irritating calls through various numbers from HDFC Bank with respect  ,31-01-2022 05:36,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
So for now we used another card and solved this. Next month I hope the same cycle won't repeat. Please talk to each  ,31-01-2022 06:11,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@Flipkart @flipkartsupport @SBICard_Connect Fraud transactions worth 29,700/- on Flipkart Payments Bangalore IN usi  ",31-01-2022 06:27,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@ICICIBank_Care @amazonIN having issue yo use my icici Amazon pay credit card.
Every time tell ""OTP IS NOT CORRECT""
please guide.",31-01-2022 06:49,FALSE,0,0,-1,icici,Delhi,India,FALSE
@SBICard_Connect Dear team I already applied for sbi credit card but no update still now ???,31-01-2022 07:20,TRUE,1,1,0,SBI,Delhi,India,FALSE
"I applied for HDFC Bank credit card Only one Time, why it's showing 2 time in CIBIL report... please remove one enq  ",31-01-2022 07:25,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@SBICard_Connect applied for an SBI @airvistara credit card in early December; my card got approved and dispatched  ,31-01-2022 07:44,FALSE,0,0,0,SBI,Delhi,India,FALSE
@AxisBankSupport I did not opt for Flipkart axis credit card so that I can be looted by Axis bank. Why are there so  ,31-01-2022 08:06,FALSE,0,0,0,Axis,Delhi,India,FALSE
@HDFC_Bank I've spoken to half a dozen customer care people over 2 weeks and still not received my renewed credit card. Please help asap.,31-01-2022 08:14,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
@HDFC_Bank  I am receiving multiple calls everyday for selling of HDFC credit cards. Yesterday one of your tele cal  ,31-01-2022 08:58,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
Every time I place on order on @swiggy_in with my @HDFC_Bank credit card  I regret having an hdfc credit card  bh  ,31-01-2022 09:37,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
 ,31-01-2022 09:44,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@HDFCBank_Cares @PMOIndia @RBI @MamataOfficial @FinMinIndia 
Need to be addressed my concern, while bank is taking  ",31-01-2022 09:50,FALSE,0,0,-1,hdfc,Kolkata,India,FALSE
"Never go for SBI Credit card.They are fraud , without your consent fee will be charged n then u keep screaming and  ",31-01-2022 09:55,FALSE,0,1,-1,SBI,Delhi,India,FALSE
@AxisBankSupport @AxisBank I made a payment of my phone for 49000 to Flipkart from my Flipkart axis bank credit ca  ,31-01-2022 10:07,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@ICICIBank I would like to cancel my ICICI credit card because of faulty calculations and bad customer support. Can  ,31-01-2022 10:17,FALSE,0,0,0,icici,Bangalore,India,FALSE
"I've queries regarding my ICICI credit card @ICICIBank_Care @ICICIBank 
can you give me a call back",31-01-2022 10:44,FALSE,0,0,0,icici,Bangalore,India,FALSE
"@DCP_CCC_Delhi 
Sir 
Maine bank statement (  99490 rupees k frouding )share k hai .aur  ek case report Jo  ",31-01-2022 10:51,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@Nitesh9264 @SBICard_Connect Pay your dues, cut the card into 4 pieces, attach it to a closure letter and drop it i  ",31-01-2022 10:53,FALSE,0,0,0,SBI,Mumbai,India,FALSE
"If you have forgotten your SBI credit card PIN, you can change it online by visiting the official website or via m  ",31-01-2022 11:31,TRUE,7,4,0,SBI,Delhi,India,FALSE
"If you have forgotten your SBI credit card PIN, you can change it online by visiting the official website or via m  ",31-01-2022 11:31,TRUE,7,6,0,SBI,Delhi,India,FALSE
"It's been more than 6 months for my CREDIT CARD application, there's been no update. Visited branch too but no sati  ",31-01-2022 11:32,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares my credit card's limit has been reduced to zero despite of having a credit balance of Rs 7K , i hav  ",31-01-2022 11:36,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@HDFCBank_Cares trying to get the Regalia credit card for the last two months. Have a salary account and as per the  ,31-01-2022 11:46,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
Dear @HDFC_Bank @HDFCBank_Cares Can you explain the difference between your Millenia &amp; Regalia credit card?,31-01-2022 12:04,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank what does mean  life time free* credit card, why *??",31-01-2022 12:09,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
@IDFCFIRSTBank I have trying to apply my credit on idfc portal but your company not approve my application also my  ,31-01-2022 12:15,FALSE,0,1,1,Axis,Kolkata,India,FALSE
@IDFCFIRSTBank I have trying to apply my credit on idfc portal but your company not approve my application also my  ,31-01-2022 12:15,FALSE,0,1,1,hdfc,Kolkata,India,FALSE
@IDFCFIRSTBank I have trying to apply my credit on idfc portal but your company not approve my application also my  ,31-01-2022 12:15,FALSE,0,1,1,SBI,Kolkata,India,FALSE
@ICICIBank_Care @ICICIBank I am unable to pay credit card bill via icici app. I got the message for amount deductio  ,31-01-2022 12:40,FALSE,0,0,-1,icici,Delhi,India,FALSE
"@KotakCares FYI, ICICI Bank activates secured credit card within 4 working hours (virtual card) and delivers physic  ",31-01-2022 12:51,FALSE,0,0,0,icici,Mumbai,India,FALSE
@HDFCBank_Cares @HDFCcare I purchased IPhone 12mini on dated 9 October 2021. But I still cannot received my cashbac  ,31-01-2022 13:27,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Email id change for Credit Card/Banking Account
@bankofbaroda:Change instantly on the BOB App
@HDFC_Bank,  ",31-01-2022 13:30,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
Dear statebankofindia SBICardPulse sbibank I don't hold any SBI credit card and still got below message in my mo  ,31-01-2022 14:58,FALSE,0,0,0,SBI,Delhi,India,FALSE
"Hey @HDFC_Bank 
Just fed up with your online credit card application process, it never works and there is something  ",31-01-2022 15:00,FALSE,0,1,1,hdfc,Delhi,India,FALSE
"@AxisBankSupport @AxisBank @AxisBank 
Dear Axis Bank I am gourav Pradhan your credit card holder since 2019 .The is  ",31-01-2022 16:15,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@kothariabhishek @KotakBankLtd @rblbank @HDFC_Bank RBL Bank's rise in opex is due to branch expansion and credit ca  ,31-01-2022 16:49,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@amazonIN Dear Team I have purchased iphone 13 from on 17 January from amazon icici credit card bill has been gener  ,31-01-2022 18:42,FALSE,0,0,0,icici,Bangalore,India,FALSE
@AmazonHelp I am using amazon pay icici credit card as a prime customer i am eligible to get 5% cash back on every  ,31-01-2022 18:48,FALSE,0,0,0,icici,Bangalore,India,FALSE
@ICICIBank_Care such a worst bank without my permission just blocked my ICICI Credit card.,31-01-2022 19:23,FALSE,0,0,-1,icici,Kolkata,India,FALSE
"Given DCB and Infinia has become ""Aam Aadmi"" credit card, devaluation was bound to happen.

Thankfully 1RP = 1 for  ",31-01-2022 19:31,FALSE,0,14,0,hdfc,Mumbai,India,FALSE
"Given DCB and Infinia has become ""Aam Aadmi"" credit card, devaluation was bound to happen.

Thankfully 1RP = 1 for  ",31-01-2022 19:31,TRUE,1,21,0,hdfc,Mumbai,India,FALSE
"I got Axis NEO credit card, but still not received the gift voucher @AxisBankSupport @AxisBank please check &amp; solve this problem",01-02-2022 01:34,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@ICICIBank_Care it's been 6 days since my Amazon pay ICICI credit card got approved but still haven't got userID to  ,01-02-2022 02:35,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@HDFCBank_Cares @HDFC_Bank 

I am using corporate credit card of HDFC in which rewards points are being collected i  ",01-02-2022 03:32,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"Every time I try to apply for credit card, I am getting this page. @HDFC_Bank  @HDFCBank_Cares  Are you aware about  ",01-02-2022 04:40,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
A must read for all HDFC credit card holders.  ,01-02-2022 05:05,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
A must read for all HDFC credit card holders.  ,01-02-2022 05:05,FALSE,0,2,0,hdfc,Mumbai,India,FALSE
A must read for all HDFC credit card holders.  ,01-02-2022 05:05,FALSE,0,3,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank Day by day benefits on HDFC credit card getting slashed. Checkout any online retailers,  no offers.  On  ",01-02-2022 05:08,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@Sudipta_Roy @ICICIBank @ICICIBank_Care Your Customer Care representative called after 3 days &amp; asked if I written  ,01-02-2022 05:27,FALSE,0,0,0,icici,Mumbai,India,FALSE
"Hey @AppleMusic @AppleSupport your monthly auto payments are getting declined by @AxisBankSupport as it says ""Stand  ",01-02-2022 05:56,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"Forget @HDFC_Bank, if you are eating out,we guarantee you 10X higher credit card discounts on @eazydiner with 14 ba  ",01-02-2022 06:01,TRUE,1,3,1,hdfc,Delhi,India,FALSE
"Forget @HDFC_Bank, if you are eating out,we guarantee you 10X higher credit card discounts on @eazydiner with 14 ba  ",01-02-2022 06:01,TRUE,10,20,1,hdfc,Delhi,India,FALSE
@AxisBank I have made NEFT payment of my Axis credit card from HDFC yday evening at 6pm but its still not showing o  ,01-02-2022 06:20,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBank I have made NEFT payment of my Axis credit card from HDFC yday evening at 6pm but its still not showing o  ,01-02-2022 06:20,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@AxisBank @AxisBankSupport @axis I've called customer service for something related to my credit card and I'm on ho  ,01-02-2022 06:38,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@HDFCBank_Cares 
HDFC is an excellent banking service. 
A small request:
HDFC should have some provisions for senio  ",01-02-2022 07:05,FALSE,0,0,1,hdfc,Delhi,India,FALSE
@flipkartsupport I m still getting calls to complete flipkart axis credit card application. I got the card 3 months  ,01-02-2022 07:06,FALSE,0,0,0,Axis,Kolkata,India,FALSE
Very Bad experience from @HDFC_Bank @HDFCBank_Cares.Actually I have cleared all the credit card payment. But still  ,01-02-2022 07:13,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@AxisBankSupport I have applied for Filipkart Axis credit card, Also got massage for approval, how I can check the card status?",01-02-2022 07:17,FALSE,0,0,1,Axis,Mumbai,India,FALSE
"@LiveFromALounge . @HDFC_Bank no longer allows air tickets to be bought completely by using credit card points
Abou  ",01-02-2022 07:26,FALSE,0,3,0,hdfc,Delhi,India,FALSE
@HDFC_Bank Hi I am customer hdfc bank credit card. Pls give annual fee hdfc bank credit card. Card number last digit (2776) pls support.,01-02-2022 09:04,FALSE,0,0,1,hdfc,Kolkata,India,FALSE
"@HDFC_Bank @HDFCBank_Cares sales executive calls and informs that i have got millennia credit card with 1L limit, a  ",01-02-2022 09:16,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
"I have to pay for this card but can't login and I don't even have credit card please help
@HDFCBank_Cares @HDFC_Bank  ",01-02-2022 09:17,FALSE,0,0,0,hdfc,Delhi,India,FALSE
Phone calls from ICICI when you have passed the credit card payment due date @ICICIBank  ,01-02-2022 09:36,FALSE,0,0,0,icici,Delhi,India,FALSE
"@prajitn @HDFC_Bank If by neobank you mean - copy and use existing credit rating by other banks, give a credit card  ",01-02-2022 09:48,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank @ChemburChapters @bandrabuzz @bandrainfo I am getting regular calls since the day I have taken Hdfc prem  ,01-02-2022 10:12,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@SBICard_Connect  
My SBI credit car is blocked with the message suspicious activity. How do I unblock my card. Cus  ",01-02-2022 10:18,FALSE,0,0,-1,SBI,Bangalore,India,FALSE
"@HDFCBank_Cares 
@HDFC_Bank 
Applied for @HDFC_Bank credit card on 31 December and today is 01 February but there i  ",01-02-2022 10:19,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"SBI Student plus Advantage Credit Card: Eligibility, Features  ",01-02-2022 10:41,FALSE,0,0,1,SBI,Delhi,India,FALSE
"@HDFC_Bank @HDFCBank_Cares 
Applied credit card offline last month at Ghatkopar east branch. there is no process or  ",01-02-2022 10:55,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@SBICard_Connect Hey SBI,
can I get your credit card toll free number? As the one mentioned on the internet is not  ",01-02-2022 11:18,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@HDFC_Bank for getting a HDFC credit card, should I get an aadhar card from my hometown and my voter card or pan ca  ",01-02-2022 11:48,FALSE,0,0,-1,hdfc,Kolkata,India,FALSE
"@ICICIBank_Care @ICICIBank 
@amazonIN
I had applied for ICICI bank Amazon pay credit card on 13th of Jan.
Executive  ",01-02-2022 11:55,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@SBICard_Connect 
Hello SBI,
I have paid total outstanding on my credit card. Still I got billed for last month. Wh  ",01-02-2022 12:06,FALSE,0,0,1,SBI,Mumbai,India,FALSE
